nome,ingrediente,preparo,sabor
Pastel de forno,"- 2 colheres (sopa) de manteiga
- 1 lata de creme de leite sem o soro
- 1 ovo para pincelar
- 4 xícaras (chá) de farinha de trigo
- 1 colher (chá) de sal
- 2 ovos inteiros
- 1 colher (sopa) de fermento químico em pó","Modo de Preparo:
Numa tigela, coloque a farinha, o fermento, o sal, o ovo, a manteiga e o creme de leite sem o soro. Misture tudo, amasse bem para dar o ponto de abrir, espere uns 20 minutos antes de abrir a massa. Abra a massa com um rolo e vá formando os pastéis. Use um copo para cortar ou um cortador de biscoito redondo. Ponha o recheio a gosto e aperte bem as bordas, usando a ponta de um garfo.Pincele com o ovo batido e leve ao forno médio, em tabuleiro untado por 25 minutos aproximadamente.
",s
"Feijão Tropeiro com Calabresa
","- 200 gr de toucinho picado(s)
- 1 unidade(s) de linguiça calabresa defumada Sadia em rodelas
- 2 xícara(s) (chá) de feijão carioquinha cozido(s)
- 1 unidade(s) de cebola picada(s)
- 1 dente(s) de alho amassado(s)
- 100 gr de margarina Qualy Sadia
- 3 unidade(s) de ovo
- 1 1/2 xícara(s) (chá) de farinha de mandioca torrada
- quanto baste de sal
- quanto baste de pimenta-do-reino branca
- quanto baste de cebolinha verde picada(s)","Leve o toucinho para fritar em uma panela. Quando estiver quase como torresmo, acrescente a linguiça e frite-a também. Depois, reserve-os. No óleo que se formou na panela, refogue o alho e a cebola. Acrescente o feijão, temperando com sal e pimenta. À parte, derreta a manteiga em uma frigideira, acrescente os ovos e faça um mexido. Junte a farinha de mandioca e salgue a gosto. Adicione a farofa formada ao feijão e mexa. Retire do fogo e misture a cebolinha verde. Passe para uma travessa, decorando com o torresmo e linguiça reservados. Sirva em seguida.
",s
"Sopa de Mandioquinha com músculo
","- 1kg de mandioquinha
- 1/2 de músculo
- 3 dentes de alho
- 1 cebola pequena
- 1 colher de café de pimenta do reino
- sal a gosto
- 2 litros de água ou suficiente para cozinhar a carne e o caldo fica grosso","Corte a carne em tirinhas bem fininha,em uma panela de pressão refogue a carne,a cebola e o alho,acrescente a mandioquinha descascada e cortadas em rodelas, acrescente a água ,o sal e a pimenta do reino. Deixe cozinhar na pressão por uns 40 minutos, desligue o fogo deixe sair a pressão da panela, mexa para não grudar na panela,se a mandioquinha estiver totalmente cozida formando um caldo grosso,como um creme ai é só servir. depois de cozida,acrescente salsinha se preferir",s
"Pavê de abacaxi com sonho de valsa
","

Ingredientes:

- 1 lata de leite condensado
- A mesma medida de leite
- 3 gemas
- 1 colher (sopa) de amido de milho
- ½ lata de creme de leite
- 1 lata de abacaxi em calda
- 1 pacote de biscoito champanhe
- 8 ou10 bombons sonhos de valsa picados , reserve 3 para decorar
- 3 claras em neve
- 3 colheres (sopa) de açúcar
- ½ lata de creme de leite","Modo de preparar:Creme:
Em uma panela coloque o leite condensado, o leite (reserve um pouco), o amido e as gemas dissolvidos no leite reservado. Deixe ferver até engrossar. Desligue e junte 1/2 lata do creme de leite.

Cobertura:
Bata as claras em neve com o açúcar e desligue e junte a outra metade do creme de leite
Montagem:
Em um recipiente intercale em camadas os biscoitos, o creme, bombons, abacaxi picado e por fim as claras em neve. Decore a gosto.
Dica: Substitua o abacaxi por pêssegos, ameixas ou nozes.",d
"Pudim de pão da Dona Leda
","Ingrediente da massa:
- 12 a 15 pãezinhos (amanhecidos ou duros)
- 1 litro de leite
- 1 vidro de leite de coco
- 2 colheres (sopa) de noz moscada ralada
- 10 colheres de leite em pó
- 3 colheres de fermento em pó bem cheia
- 2 colheres de( sopa ) farinha de trigo
- 1 lata de leite moça
- 3 ovos grandes
- 1 colher (sopa) rasa de canela em pó gosto
- 1/2 pacote de Coco ralado

Ingredientes da calda:

- 5 xícaras (chá) de açúcar
- 2 pacotes de coco em flocos
- 1 litro de água","
Modo de Preparar a calda:
Antes do preparo da calda já coloca os pãezinhos de molho no leite. Coloque o açúcar para derreter , depois de derretido coloque o coco ralado e vai mexendo até dourar o coco, logo em seguida acrescente a água e ferva mais um pouco e reserve



Modo de Preparar a massa:
Coloque os pãezinhos de molho no leite por mais ou menos 1 hora ( podem ser restos de pães duros , amanhecidos ), depois coloque os ingredientes e misture muito bem. Coloque um pouco de calda no fundo da forma e coloque a massa, depois jogue mais um pouco por cima e reserve o restante para colocar depois que o pudim estiver assado e mais frio 



Dica: 
A massa do pão não pode ficar dura deixar molinha porque quando assada e esfriar ela endurece
Este pudim é maravilhoso!! experimente!",d
"Bolo de Tangerina
","Ingredientes da Massa:
- 4 ovos
- 2 xícaras de (chá) de açúcar
- 1 xícara de suco de tangerina
- 2 xícaras de (chá) farinha de trigo
- 1 colher de (sopa) de fermento em pó
- 2 colheres de ( sopa) cheias de amido de milho


Ingredientes da Calda:
- 2 xícaras de suco de tangerina
- 1 colher de sopa de amido de milho
- 3 colheres de sopa de açúcar
- 2 cravos-da-índia (opcional)
- 1 colher de sopa de pó para refresco de tangerina.
","Massa: Bata no liquidificador os ovos, o açúcar, o suco e o amido de milho. Retire a tampa e junte a farinha de trigo misturada com o fermento aos poucos, sempre batendo. Coloque a massa em fôrma untada e polvilhada com farinha de trigo. Asse em forno médio
Calda: Para a calda, misture bem todos os ingredientes e leve ao fogo até ferver, não vai ficar grosso retire os cravos. Fure o bolo ainda quente com um palito e jogue a calda quente por cima.
",d
"Mini Pizza
","- 3 ou 4 tomates maduros, sem pele e sem sementes, picados
- Sal e orégano a gosto
- 1 embalagem de Magic Toast Marilan (150g)
- 150g de queijo mussarela, ralado grosso
- Folhas de manjericão
- 8 a 10 azeitonas pretas sem caroço e picadas
- Azeite para regar
","Tempere bem os tomates com sal e orégano a gosto e reserve. Numa assadeira retangular grande, coloque Magic Toast Marilan com intervalos entre eles de 1 cm aproximadamente. Espalhe sobre cada um a mussarela e os tomates temperados e as azeitonas. Regue com um fio de azeite e leve tudo ao forno pré-aquecido (200°C) por cerca de 10 minutos ou até derreter a mussarela. Coloque em cada mini pizza uma folhinha de manjericão e sirva a seguir. 

Dica :
Anchovas: Acrescente sobre cada mini pizza um filezinho de anchovas antes de levá-las ao forno. Presunto: Substitua o manjericão e as azeitonas por presunto em fatias, cebola e ovo cozido em rodelas. Rúcula e Tomate Seco: Substitua o manjericão, as azeitonas e os tomates por pedacinhos de tomate seco. Regue com azeite, leve ao forno até derreter a mussarela e sirva com folhas de rúcula fresca.",s
"Bruschetta de Rúcula
","- 1 pacote de Magic Toast Marilan
- 200g de presunto de parma fatiado
- 1 xícara (chá) de queijo brie picado
- 1 xícara (chá) de mini rúcula (só as folhas)
- Azeite a gosto para regar",Coloque as torradas Magic Toast Marilan em uma assadeira e distribua as fatias de presunto de Parma e de queijo brie. Leve ao forno pré-aquecido (230ºC) até que o queijo derreta. Retire do forno e coloque as folhas de rúcula. Regue com azeite e sirva a seguir ,s
"Pavê Brasileirinho
","Recheio de Castanha do Pará:
- 2 1/2 xícaras (chá) de leite (500ml)
- 2 colheres (sopa) de amido de milho
- 3 colheres (sopa) de açúcar
- 2 gemas
- 1 xícara (chá) de castanha-do-Pará picada (80g)

Recheio de Chocolate:
- 1 1/2 xícara (chá) de creme de leite (300ml)
- 200g de chocolate meio amargo
"," Para a Montagem: 
1 embalagem de Biscoito Maizena Marilan (400 g) 
Licor de chocolate para umedecer os biscoitos 
Castanha do Pará picada e chocolate meio amargo ralado para decorar 

Modo de Preparo:
Prepare o creme de castanha do Pará, misturando bem o leite, o amido de milho, o açúcar, as gemas e leve ao fogo mexendo até engrossar. Retire do fogo, junte as castanhas do Pará moídas, mexa e deixe esfriar totalmente. A seguir, prepare o creme de chocolate. Leve ao banho-maria num refratário fundo o creme de leite e espere a água ferver. Em seguida, apague o fogo e junte o chocolate mexendo sempre com uma espátula até derreter totalmente e formar um creme liso. Deixe esfriar. Monte o pavê num refratário retangular. Umedeça um dos lados dos Biscoitos Maizena Marilan no licor de chocolate e monte as camadas alternando: biscoito, creme de castanha do Pará, biscoito e creme de chocolate. Repita e termine com creme de chocolate. Decore a superfície com castanha do Pará moída, os biscoitos reservados moídos e chocolate meio amargo ralado. Leve o pavê à geladeira por no mínimo 2 horas antes de servir",d
"Bolo de coco Tentação
","- 1 embalagem de 100g de coco ralado SOCOCO
- 2 ovos
- 1 xícara de chá de açúcar
- 1 copo de iogurte natural
- 1 xícara de chá de leite
- 1 ½ xícara de chá de farinha de trigo
- 2 colheres de chá de fermento em pó

Calda:
- 1 xícara de chá de água
- 2 xícaras de chá de açúcar
- 4 colheres de sopa de rum
- 2 gotas de essência de coco","Numa tigela, misture os ovos com o açúcar e o iogurte. Acrescente os ingredientes restantes, mexendo sempre até obter um creme homogêneo. Passe para uma fôrma de buraco com 20cm de diâmetro, untada com manteiga, e leve ao forno pré-aquecido em temperatura quente por cerca de 35 minutos ou até que o bolo asse e fique corado. Enquanto o bolo assa prepare a calda;

Calda:
Leve ao fogo a água com o açúcar, mexendo até o açúcar dissolver. Pare de mexer e cozinhe em fogo brando por 3 minutos. Retire do fogo, acrescente o rum e a essência de coco. Retire o bolo do forno e despeje a calda quente sobre a massa assada. Deixe esfriar e desenforme sobre o prato de servir, se preferir com sorvete.
",d
Torta de Marzipã,"Massa:
- 250 g de farinha de amêndoas
- 1 xícara (chá) de açúcar de confeiteiro
- 1/2 xícara (chá) de manteiga
- 1 colher (chá) de essência de amêndoas

Mousse:
- 3 claras
- meia xícara (chá) de açúcar
- 1 tablete de Chocolate NESTLÉ CLASSIC Meio Amargo (170 g)
- 1 lata de Creme de Leite NESTLÉ
- 1/2 envelope de gelatina em pó sem sabor (6 g)
- amêndoas caramelizadas para decorar","Massa:
Em um recipiente, junte a farinha de amêndoas, o açúcar de confeiteiro, a manteiga e a essência de amêndoas e misture bem com as mãos até obter uma massa homogênea. Embrulhe em filme plástico e deixe descansar por 2 horas em geladeira. Com a massa, forre o fundo e a lateral de uma forma de aro removível (24 cm de diâmetro), cubra e reserve na geladeira. 

Mousse:
Em uma panela média, misture bem as claras e o açúcar e leve ao fogo baixo, mexendo vigorosamente sem parar por cerca de 3 minutos – tire a panela do fogo por alguns instantes a cada minuto, continuando a mexer, para não cozinhar. Transfira para uma batedeira e bata até dobrar de volume, formando um merengue firme. Reserve. Em um recipiente, derreta o Chocolate NESTLÉ CLASSIC em banho- -maria, junte o Creme de Leite NESTLÉ e misture bem. Acrescente aos poucos o merengue reservado e misture delicadamente, até incorporar tudo e formar uma mousse. Em um recipiente, junte à gelatina 3 colheres (sopa) de água e leve ao fogo, em banho maria, até dissolver. Junte à mousse e misture delicadamente. Coloque sobre a massa reservada, cubra com filme plástico e leve à geladeira por cerca de 4 horas. Sirva a seguir, decorado com as amêndoas caramelizadas.
",d
"Salada Frutas da Leda
","- 3 abacaxis grandes
- 6 maças
- 3kg de uva Niagara
- 8 bananas
- 1 dúzia de laranja pera sem bagaço
- 6 peras
- 2 litros de vinho tinto suave
- 3 litros de guaraná
- açúcar a gosto
","Corte as frutas em pedaços pequenos , junte o vinho, o guaraná e adoce a gosto coloque para gelar e Bom apetite... Fica deliciosa no meu Natal não pode faltar esta delícia

Esta receita me foi passada por minha querida mãe ""Dona Angela""",d
"Charlote de Damasco e Figo
","- Cobertura 100 g de damascos secos
- 2 colheres (sopa) de açúcar
- Charlote 24 biscoitos tipo champanhe
- 3 claras meia xícara (chá) de açúcar
- 1 xícara (chá) de damascos secos (cerca de 150 g)
- 1 lata de Leite MOÇA
- 1 xícara (chá) de Leite UHT NINHO Integral
- 1 envelope de gelatina em pó sem sabor (12 g)
- 6 figos frescos descascados e fatiados (cerca de 300 g)","Cobertura: Em uma panela, coloque os damascos e o açúcar com 1 xícara (chá) de água e leve ao fogo para ferver por cerca de 5 minutos, para amolecer e hidratar. Retire do fogo, espere amornar e bata tudo no liquidificador até obter um purê homogêneo. Reserve.
Charlote: Corte uma das extremidades de cada um dos biscoitos (para que fiquem retas) deixando-os com cerca de 8 cm. Distribua os biscoitos em uma foma de aro removível (24 cm de diâmetro), forrando toda a lateral, posicionando-os com a parte cortada voltada para a base da forma. Reserve.
Em uma panela média, misture bem as claras e o açúcar e leve ao fogo baixo, mexendo vigorosamente sem parar por cerca de 3 minutos – tire a panela do fogo por alguns instantes a cada minuto, continuando a mexer, para não cozinhar. Transfira para uma batedeira e bata até dobrar de volume, formando um merengue firme. Reserve. 
Em um recipiente, misture os damascos com 1 xícara (chá) de água e leve ao fogo para ferver por 2 minutos, para hidratá-los. Escorra a água, espere amornar, coloque-os em um liquidificador, junte o Leite MOÇA, o Leite NINHO e bata bem.
Em um recipiente, dissolva a gelatina em 5 colheres (sopa) de água e leve ao fogo em banho-maria até dissolver. Junte à mistura do liquidificador e bata mais um pouco, até ficar homogêneo. Transfira para um recipiente grande e adicione aos poucos o merengue reservado, misturando delicadamente até incorporar tudo. Despeje cuidadosamente na forma reservada, distribua os figos e espalhe a cobertura reservada. Leve à geladeira por cerca de 4 horas, para firmar. Retire, desenforme sobre um prato, decore com um laço e leve à mesa para servir.",d
"Nuvem de Limão
","- 1 embalagem de Gelatina Sabor Limão
- 3 claras
- 1 xícara (chá) de creme de leite light
- 1 colher (sopa) de suco de limão
- raspas de limão para decorar","Acrescente aos poucos a gelatina em 4 colheres de sopa de água (60 ml), misture bem e deixe hidratar por 1 minuto. Leve ao micro-ondas em potência média (50%) por 20 segundos até derreter. Bata as claras em neve e adicione a elas o creme de leite delicadamente. Misture a gelatina derretida e o suco de limão. Coloque o creme em potinhos e leve à geladeira por pelo menos 3 horas para firmar. Decore com as raspas de limão.",d
Rocambole de Bacalhau,"- Recheio
- 1 colher (sopa) de azeite
- 1 cebola média ralada meia xícara (chá) de tomates secos picados
- 300 g de bacalhau dessalgado e desfiado
- 1 colher (chá) de MAGGI FONDOR
- 1 copo de Requeijão Cremoso NESTLÉ

- Cobertura
- 2 batatas médias
- 1 colher (sopa) de manteiga
- meia xícara (chá) de Leite UHT NINHO Integral
- meia colher (chá) de sal
- 2 colheres (sopa) de queijo parmesão ralado

- Massa
- 6 ovos
- meia xícara (chá) de Leite UHT NINHO Integral
- meia colher (sopa) de MAGGI FONDOR
- 1 xícara (chá) de farinha de trigo
- meia colher (sopa) de fermento em pó","Montagem 
2 colheres (sopa) de queijo parmesão ralado

Modo de Preparo:
Recheio: Em uma panela, aqueça o azeite e refogue a cebola. Junte os tomates secos, o bacalhau e o MAGGI FONDOR e deixe cozinhar por alguns minutos para tomar gosto. Retire do fogo, espere esfriar, adicione o Requeijão Cremoso NESTLÉ e reserve. 

Cobertura: Cozinhe as batatas e passe por um espremedor. Em uma panela junte a batata espremida, a manteiga, o Leite NINHO e o sal e leve ao fogo médio, mexendo sempre até derreter a manteiga e formar um purê homogêneo. Reserve.

Massa: Em uma batedeira, bata os ovos até dobrarem de volume. Diminua a velocidade, junte o Leite NINHO e o MAGGI FONDOR e bata para incorporar. Acrescente delicadamente a farinha de trigo e o fermento em pó peneirados e coloque a massa em uma forma retangular grande (22 x 34 cm), forrada com papel-manteiga untado com manteiga . Asse em forno médio-alto (200o C) preaquecido, por cerca de 30 minutos ou até que um palito saia limpo ao ser espetado na massa.

Montagem: 
Retire a massa da assadeira ainda morna (sem retirar o papel-manteiga e deixando-o virado para baixo) . Espalhe o recheio reservado e enrole no sentido do comprimento (com o auxílio do papel), formando o rocambole (com cuidado para não quebrar). Coloque em um recipiente que possa ir ao forno e espalhe a cobertura reservada . Com um garfo, faça a decoração da cobertura, criando uma textura . Polvilhe o queijo parmesão e leve ao forno médio-alto (200°C), preaquecido, por cerca de 10 minutos, para dourar levemente. Sirva a seguir.

 DICA: Se desejar, decore com tomates-cereja e folhas de manjericão, no momento de servir.",s
"Frango Assado Diferente
","- 1 embalagem de 200ml de Leite de Coco SOCOCO
- 1 frango
- 2 limões com casca2 tabletes de caldo de galinha","Introduza no frango os dois limões inteiros, os tabletes de caldo de galinha e um pouco de Leite de Coco Sococo.
Envolva o frango em papel laminado e leve ao forno para assar. abra várias vezes o papel para regar o frango com o caldo que vai ficando no alumínio, juntamente com o restante do Leite de Coco Sococo. Quando estiver cozido, retire o alumínio para corar.",s
"Cheesecake Romeu e Julieta
","Massa:
- 1 pacote de Biscoito Nesfit Aveia e mel
- 100 g de manteiga

Recheio:
- 4 ovos 250 g de ricota
- 1 copo de Requeijão Cremoso Nestlé
- 1/2 xícara (chá) de açúcar
- 1 colher (chá) de essência de baunilha
- 1 colher (chá) de raspas da casca de limão

Cobertura:
- 1 xícara (chá) de goiabada picada (200 g)","Massa:
Bata os Biscoitos aos poucos no liquidificador até obter uma farofa. Retire do liquidificador, junte a manteiga e misture bem. Forre o fundo de uma fôrma de aro removível (25 cm de diâmetro) e reserve. 

Recheio: 
Bata os ingredientes no liquidificador e coloque sobre a massa da torta reservada. Asse em forno baixo (150ºC), preaquecido, por aproximadamente 60 minutos ou até que fique firme. Deixe esfriar e leve à geladeira por cerca de 4 horas.

Cobertura:
Misture a goiabada com cinco colheres (sopa) de água, leve ao fogo até dissolver e reserve. Espalhe a cobertura sobre o cheesecake antes de servir.

DICA: A ricota é um queijo macio elaborado a partir do soro do leite, sem sal ou quase sem sal, usado em pastas, tortas, doces e recheios. Sua textura é fina e seu sabor é extremamente suave. ",d
"Cheesecake de chocolate e amêndoa
","Massa:
- 1 pacote de Biscoito Nesfit Leite e Mel
- 100 g de manteiga a temperatura ambiente

Recheio:
- 1 copo de Requeijão Cremoso Nestlé
- 1 tablete deNestlé Classic Meio Amargo picado
- 1/2 quilo de ricota amassada
- 4 ovos
- 1 e meia xícara (chá) de açúcar
- 1 xícara (chá) de amêndoas sem pele, picadas e torradas (cerca de100g)","Massa: 
Em um liquidificador, bata os Biscoitos NESFIT até obter uma farofa fina. Coloque em um recipiente e misture a manteiga até formar uma farofa úmida. Forre o fundo de uma forma de aro removível (24 cm de diâmetro) e reserve.

Recheio: Em um recipiente refratário, aqueça o Requeijão Nestlé, em banho-maria, junte o Chocolate, mexendo até derreter. Em seguida bata a mistura em uma batedeira. Acrescente a ricota, os ovos e o açúcar. Adicione as amêndoas e espalhe essa mistura sobre a massa reservada. Leve ao forno médio (180°C), preaquecido, por cerca de 35 minutos. Retire do forno, deixe esfriar e desenforme a seguir. 

DICAS: Para retirar a pele das amêndoas, mergulhe-as em água fervente até que as mesmas amoleçam (cerca de 5 minutos). Pressione as amêndoas uma a uma entre os dedos para que a pele se solte. As amêndoas podem ser substituídas por: nozes, castanha-do-pará, castanha de caju ou nozes pecã.",d
"Brigadeiro de colher
","- 1 lata de Leite Moça
- 1/2 tablete de Nestlé Classic Meio Amargo picado (85G)
- 1 caixinha de Creme de Leite Nestlé Caixinha","Em uma panela, leve ao fogo baixo o Leite Moça com o Chocolate. Cozinhe mexendo sempre até obter consistência de brigadeiro mole (que corresponde a cerca de 8 minutos). Retire do fogo, acrescente o Creme de Leite e misture bem. Distribua em pequenos copos descartáveis (30ml de capacidade). Espere esfriar e conserve em geladeira até o momento de servir. 

DICAS: - Para fazer o Brigadeiro Branco, prepare a receita sem acrescentar o Chocolate Nestlé Classic Meio Amargo. - Decore com confeitos coloridos ou de chocolate, encontrados em supermercados ou lojas especializadas em artigos para festas. - O Brigadeiro pode ser conservado, em recipiente fechado na geladeira , por até 5 dias.
",d
"Torta Alemã
","- 200 g de manteiga sem sal
- 1 xícara (chá) de açúcar
- 1 lata de Creme de Leite Nestlé
- 1 e 1/2 pacote de Biscoito Nesfit Leite e Mel
- 1/2 xícara (chá) de leite

Cobertura:
- 1 tablete de Nestlé Classic Meio Amargo
- 1 lata de Creme de","Bata a manteiga e o açúcar até esbranquiçar. Misture delicadamente o Creme de Leite Nestlé e reserve. Forre um recipiente refratário quadrado (21 x 21cm) com papel de alumínio. Faça uma camada de Biscoitos embebidos no leite e por cima coloque uma camada de creme. Vá alternando as camadas, terminando com o creme. Leve à geladeira por cerca de 4 horas. 

Cobertura: 
Aqueça o Creme de Leite Nestlé em banho-maria, junte o Chocolate picado e mexa até obter um creme liso e homogêneo. Reserve. Desenforme a sobremesa sobre um prato de servir e espalhe a cobertura alisando bem. Volte à geladeira para gelar um pouco e sirva a seguir
",d
"Torta Holandesa
","Massa:
- 1 pacote de Biscoito Nesfit Leite e Mel
- 1/2 xícara (chá) de manteiga (cerca de 100 g)
- 1 pacote de Biscoito Calipso

Recheio:
- 1/2 lata de Creme de Leite Nestlé
- 3 colheres (sopa) de açúcar
- 1/2 pote de Sorvete de Creme Nestlé (1 litro)

Cobertura:
- 1/2 lata de Creme de Leite Nestlé
- 1/2 tablete de Nestlé Classic Meio Amargo picado","Massa: 
Em um liquidificador, bata o Biscoito até obter uma farofa fina. Coloque esta farofa em uma tigela, junte a manteiga e misture até obter uma massa homogênea. Reserve. Coloque os Biscoitos Calipso em toda lateral de uma forma de aro removível (26 cm de diâmetro), forre o fundo com a massa de Biscoito e reserve. 

Recheio:
Em uma batedeira, bata o Creme de Leite Nestlé com o açúcar e o Sorvete Nestlé e coloque o recheio sobre o fundo de massa reservada. Cubra com papel- alumínio e leve ao freezer por cerca de 12 horas. 

Cobertura: 
Em um recipiente, coloque o Creme de Leite Nestlé e leve ao banho-maria, mexendo sempre até que a água ferva. Desligue o fogo e misture o Chocolate Nestlé Classic, mexendo até formar um creme homogêneo. Espere esfriar, cubra a superfície da torta e sirva.

DICAS: - Se desejar, prepare uma cobertura com Chocolate em Pó DOIS FRADES: leve ao banho-maria meia lata de Creme de Leite Nestlé, uma colher (chá) de manteiga, duas colheres (sopa) de açúcar e três colheres (sopa) de Chocolate em Pó DOIS FRADES , até formar um creme homogêneo. Espere esfriar e cubra a torta. - Depois de pronta, mantenha a torta no freezer",d
"Rocambole de laranja
","Massa:
- 6 ovos
- 6 colheres de sopa de açúcar
- 4 colheres de sopa de farinha de trigo
- 2 colheres de sopa de amido de milho
- 1 colher de sopa de suco de laranja

Recheio:
- ½ embalagem de Sweet Floco Sococo
- 1 lata de leite condensado
- 1 colher de sopa de margarina

Cobertura:
- ½ embalagem de Sweet Floco Sococo
- 2 claras em neve
- 2 xícaras de açúcar
- 2 colheres de sopa de limão
- Cerejas para enfeitar
","Massa:
Bata na batedeira as claras em neve, junte as gemas, o açúcar e bata até dobrar de volume. Abaixe a velocidade da batedeira e acrescente, aos poucos, os ingredientes secos e o suco de laranja. Coloque numa fôrma retangular grande untada e enfarinhada. Leve ao forno médio preaquecido por cerca 20 minutos. Desenforme sobre um guardanapo úmido e polvilhado com açúcar. Enrole e reserve.

Recheio: 
Misture todos os ingredientes e leve ao fogo mexendo por 10 minutos. Recheie a massa reservada e enrole novamente.

Cobertura: Bata as claras em neve, junte o açúcar e o limão, e cubra o rocambole reservado. Polvilhe com o Sweet Floco e as cerejas.
",d
"Rosca maravilha
","Massa:
- 1 embalagem de 200 ml de Leite de coco SOCOCO
- 1 xícara de chá de açúcar
- 100 g de manteiga
- 1 pitada de sal
- 2 ovos
- 500g de farinha de trigo
- 3 tabletes de fermento de pão

Recheio:
- 1 embalagem de 100 g de Sweet coco SOCOCO
- 100g de passas

Cobertura:
- 1 embalagem de Doce de Coco Branco SOCOCO
- 1 gema para pincelar
- Açúcar cristal para polvilhar","Massa: 
Misture o fermento no açúcar até dissolver, coloque a manteiga em temperatura ambiente, misture o leite de coco, os ovos, o sal e o trigo. Vá sovando até desgrudar das mãos. deixe descansar.
 
Recheio: 
Misture todos os ingredientes. Depois de bem crescida a massa, passe o rolo de leve, formando um quadrado de uns 40 cm e da grossura de 1 cm. Espalhe o recheio, enrole delicadamente, sem apertar a massa e forme uma rosca. Unte e polvilhe uma assadeira grande e coloque a rosca. Com uma tesoura, faça uns cortes na massa até quase o centro da rosca. A distância deve ser de uns 02 dedos entre um corte e outro. Separe cuidadosamente e incline cada parte cortada. Deixe crescer novamente, em um lugar quente, por uma hora mais ou menos. Depois de crescida, pincele somente as partes externas das fatias com uma gema e polvilhe com açúcar cristal. Depois de assada, enfeite com doce de coco nas aberturas.
",d
Taça de Frutas com Ganache Refrescante,"- 1 Creme de Leite Nestlé de Caixinha
- 1 tablete de Nestlé Classic Meio Amargo picado (170g)
- 1 colher (chá) de raspas da casca de limão
- 1 colher (chá) de gengibre ralado
- 2 kiwis médios picados
- 1 xícara (chá) de uvas verdes sem sementes, cortadas ao meio
- 2 xícaras (chá) de morangos picados","Em um recipiente, aqueça o Creme de Leite Nestlé em banho-maria, misture o Chocolate Nestlé Classic e mexa até formar um creme homogêneo. Junte as raspas de limão e o gengibre e misture bem. Reserve. Em outro recipiente à parte misture as frutas e coloque-as em taças de sobremesa. Cubra com o creme de Chocolate reservado e sirva.

DICA: - Se desejar, decore com raspas de limão no momento de servir",d
Pudim de maria mole,"- 1 lata de leite condensado
- 1 lata de creme de leite
- 1 lata de leite
- 1 caixinha de maria mole
- 1 xícara((chá) de água quente
- 1 xícara (chá) de açúcar","Dissolva a maria mole na água quente. Coloque-a no liquidificador e bata com o restante dos ingredientes, exceto o açúcar. Derreta o açúcar e caramelize uma fôrma. Despeje o pudim e leve à geladeira por mais ou menos 2 horas para firmar, desenforme e sirva.",d
"Massa Básica para Tortas
","- 3 xícaras de chá de Farinha de Trigo
- 1 pitada de Sal
- 1 Ovo grande
- 250 gramas de margarina","Em uma vasilha, peneire a farinha de trigo, o sal e faça uma cavidade no centro.Coloque o ovo e a margarina cortada em pedaços. Incorpore a farinha de trigo, mexendo com as pontas dos dedos até obter uma massa homogênea e macia.

Toque Especial:
Se preferir fazer uma massa doce, acrescente 1 colher (sopa) de açúcar.
",d
"Bolo de Chocolate de Liquidificador
","Massa:
- 1 xícara(s) (chá) de leite morno(a)
- 3 unidade(s) de ovo
- 4 colher(es) (sopa) de margarina
- 2 xícara(s) (chá) de açúcar
- 1 xícara(s) (chá) de chocolate em pó
- 2 xícara(s) (chá) de farinha de trigo
- 1 colher(es) (sopa) de fermento químico em pó

Cobertura:
- 1 lata de leite condensado
- 4 colheres (sopa) de nescau
- 1 colher (sopa) de margarina
- 1 xícara de nozes picadas ( Acrescentar no final)
","Massa:
Bata bem todos os ingredientes da massa no liquidificador . Coloque em uma fôrma redonda, untada com manteiga e polvilhada com farinha de trigo.
Asse por cerca de 40 minutos em forno médio (180ºC), pré-aquecido.

Cobertura:
Leve todos os ingredientes (menos a nozes ), ao fogo até engrossar em ponto de brigadeiro mole, misture as nozes .Cubra o bolo em seguida. ",d
"Bolo de Banana Light
","- 4 colheres (sopa) de margarina light -
- 4 gemas
- 4 claras em neve
- 1/2 xícara (chá) de leite desnatado
- 2 xícaras (chá) de farinha de trigo
- 1 colher (sopa) de fermento em pó
- 1 pitada de sal
- 3 bananas nanicas em rodelas finas
- 1 colher (sopa) de açúcar light
- canela em pó e açúcar light para polvilhar","Misture o açúcar e a banana no fogo, até que comece a ferver. Desligue e Reserve. 
Bata a margarina light e as gemas. Adicione o leite, intercalando com os ingredientes secos (farinha de trigo, fermento em pó e o sal). Junte as claras em neve e misture delicadamente. 
Despeje metade da massa na forma untada e polvilhada. Coloque o açúcar e a banana reservado e cubra com o restante da massa. Polvilhe com açúcar e canela e asse em forno pré-aquecido (200ºC) por 30 minutos aproximadamente ou até dourar. Corte em quadrados ou utilize forminhas para cortar em rodelas, como preferir.",d
"Pudim de beterraba
","- 3 copos da água que cozinhou as beterrabas ( de 3 a 4 beterrabas grandes, não coloque sal)
- 1 e 1/2 copo de suco de laranja
- 10 colheres de açúcar ou a gosto
- 6 colheres de maisena
- Raspas de casca de 1 laranja","Leve todos os ingredientes ao fogo, mexendo sempre até engrossar. Coloque em fôrma de pudim, previamente molhada. Desenforme gelado.

Dica: Se quiser mais light em vez do açúcar coloque adoçante culinário (forno e fogão)",d
